Name,Team,Annual Salary(£),Year
de Andrade,Tottenham Hotspur,4680000,2024
Botman,Newcastle United,4680000,2024
Soucek,West Ham United,4680000,2024
da Silva,Fulham FC,4680000,2024
Rahman,Chelsea FC,4470000,2024
Raya,Brentford FC,4420000,2024
Dalot,Manchester United,4420000,2024
Dier,Tottenham Hotspur,4420000,2024
Gomez,Liverpool FC,4420000,2024
Cassio Apolinário de Lira,Newcastle United,4420000,2024
Antonio,West Ham United,4420000,2024
Porro,Tottenham Hotspur,4420000,2024
Dragusin,Tottenham Hotspur,4420000,2024
Højlund,Manchester United,4420000,2024
Iwobi,Fulham FC,4160000,2024
Disasi,Chelsea FC,4160000,2024
Davies,Tottenham Hotspur,4160000,2024
Soumaré,Leicester City,4160000,2024
Hudson-Odoi,Nottingham Forest,4160000,2024
Wood,Nottingham Forest,4160000,2024
Silva,Wolverhampton Wanderers,4160000,2024
Augusto de Almeida,Nottingham Forest,4160000,2024
Barnes,Newcastle United,4160000,2024
Gueye,Everton FC,4160000,2024
Andersen,Crystal Palace,4160000,2024
Willock,Newcastle United,4160000,2024
Palhinha,Fulham FC,4160000,2024
Kluivert,AFC Bournemouth,4160000,2024
Mitoma,Brighton & Hove Albion,4160000,2024
Iheanacho,Leicester City,4160000,2024
Dunk,Brighton & Hove Albion,4160000,2024
Cash,Aston Villa,4160000,2024
Keane,Everton FC,4160000,2024
Gibbs-White,Nottingham Forest,4160000,2024
Clyne,Crystal Palace,4160000,2024
Semedo,Wolverhampton Wanderers,4160000,2024
Pereira,Leicester City,4160000,2024
Bertrand,Leicester City,4160000,2024
Kehrer,West Ham United,4160000,2024
Godfrey,Everton FC,4000000,2024
Soares,Arsenal FC,3900000,2024
Palmer,Chelsea FC,3900000,2024
Coady,Leicester City,3900000,2024
Praet,Leicester City,3900000,2024
Udogie,Tottenham Hotspur,3900000,2024
Luiz,Aston Villa,3900000,2024
Buendía,Aston Villa,3900000,2024
Konsa,Aston Villa,3900000,2024
Forster,Tottenham Hotspur,3900000,2024
Vicario,Tottenham Hotspur,3900000,2024
Sangare,Nottingham Forest,3900000,2024
Shelvey,Nottingham Forest,3900000,2024
Ndidi,Leicester City,3900000,2024
Daka,Leicester City,3900000,2024
Bentancur,Tottenham Hotspur,3900000,2024
Malacia,Mancherst United,3900000,2024
Ogbonna,West Ham United,3640000,2024
Johnson,Tottenham Hotspur,3640000,2024
Doucouré,Crystal Palace,3640000,2024
Rutter,Leeds United,3640000,2024
Lo Celso,Tottenham Hotspur,3640000,2024
Hwang,Wolverhampton Wanderers,3640000,2024
Konate,Liverpool FC,3640000,2024
Diop,Fulham FC,3640000,2024
Ramsey,Aston Villa,3640000,2024
Vestergaard,Leicester City,3640000,2024
Lerma,Crystal Palace,3640000,2024
Aribo,Southampton FC,3640000,2024
Lanzini,West Ham United,3640000,2024
Holgate,Everton FC,3640000,2024
Sarr,Tottenham Hotspur,3640000,2024
Bamford,Luton Town,3640000,2024
Traore,Fulham FC,3380000,2024
Williams,Mancherst United,3380000,2024
Sinisterra,Leeds United,3380000,2024
Fabianski,West Ham United,3380000,2024
Cornet,West Ham United,3380000,2024
Jackson,Chelsea FC,3380000,2024
Gross,Brighton & Hove Albion,3380000,2024
Amrabat,Manchester United,3380000,2024
Armstrong,Southampton FC,3380000,2024
Castagne,Fulham FC,3380000,2024
Phillips,Liverpool FC,3360000,2024
Sarr,Watford FC,3276000,2024
Lukic,Fulham FC,3276000,2024
San Miguel del Castillo,Liverpool FC,3120000,2024
Gordon,Newcastle United,3120000,2024
Podence,Wolverhampton Wanderers,3120000,2024
Milner,Brighton & Hove Albion,3120000,2024
Bednarek,Southampton FC,3120000,2024
Evans,Mancherst United,3120000,2024
Firpo,Luton Town,3120000,2024
Solomon,Tottenham Hotspur,3120000,2024
Cunha,Wolverhampton Wanderers,3120000,2024
Almiron,Newcastle United,3120000,2024
Pope,Newcastle United,3120000,2024
Zaniolo,Aston Villa,3120000,2024
Sánchez,Chelsea FC,3120000,2024
McTominay,Mancherst United,3120000,2024
Adams,AFC Bournemouth,3120000,2024
Kiwior,Arsenal FC,3016000,2024
Mykolenko,Everton FC,3016000,2024
Díaz,Liverpool FC,2912000,2024
Armstrong,Southampton FC,2860000,2024
Webster,Brighton & Hove Albion,2860000,2024
Mee,Brentford FC,2860000,2024
Traoré,Wolverhampton Wanderers,2860000,2024
Richards,Crystal Palace,2860000,2024
Burn,Newcastle United,2860000,2024
Welbeck,Brighton & Hove Albion,2860000,2024
Krafth,Newcastle United,2860000,2024
Diallo,Southampton FC,2860000,2024
Riedewald,Crystal Palace,2860000,2024
Dahoud,Brighton & Hove Albion,2860000,2024
Elneny,Arsenal FC,2860000,2024
Sessegnon,Tottenham Hotspur,2860000,2024
Benrahma,West Ham United,2860000,2024
Coleman,Everton FC,2860000,2024
Ortega,Manchester City,2860000,2024
Bissouma,Tottenham Hotspur,2860000,2024
Reguilón,Tottenham Hotspur,2756000,2024
Danjuma,Everton FC,2730000,2024
Tete,Fulham FC,2650000,2024
Cresswell,West Ham United,2600000,2024
Sambi Lokonga,Arsenal FC,2600000,2024
Garnacho,Manchester United,2600000,2024
McCarthy,Southampton FC,2600000,2024
Pereira,Fulham FC,2600000,2024
Semenyo,AFC Bournemouth,2600000,2024
Robinson,Fulham FC,2600000,2024
Chambers,Aston Villa,2600000,2024
Gallagher,Chelsea FC,2600000,2024
James,Luton Town,2600000,2024
Brooks,AFC Bournemouth,2600000,2024
Solanke,AFC Bournemouth,2600000,2024
Choudhury,Leicester City,2600000,2024
Winks,Tottenham Hotspur,2600000,2024
Zabarnyi,AFC Bournemouth,2600000,2024
Tomkins,Crystal Palace,2600000,2024
Mateta,Crystal Palace,2600000,2024
Schlupp,Crystal Palace,2600000,2024
Doku,Manchester City,2600000,2024
Pedro,Brighton & Hove Albion,2600000,2024
Worrall,Nottingham Forest,2600000,2024
Veltman,Brighton & Hove Albion,2600000,2024
Mavropanos,West Ham United,2600000,2024
Tsimikas,Liverpool FC,2600000,2024
Guehi,Crystal Palace,2600000,2024
Roca,Luton Town,2600000,2024
Senesi,AFC Bournemouth,2600000,2024
Greenwood,Mancherst United,2600000,2024
Jensen,Brentford FC,2600000,2024
Doherty,Wolverhampton Wanderers,2600000,2024
van de Ven,Tottenham Hotspur,2600000,2024
Aguerd,West Ham United,2600000,2024
Maupay,Everton FC,2600000,2024
Williams,Nottingham Forest,2600000,2024
Madueke,Chelsea FC,2600000,2024
Gomes,Everton FC,2600000,2024
Murara,AFC Bournemouth,2600000,2024
Bobb,Manchester City,2600000,2024
Struijk,Luton Town,2600000,2024
Neto,Wolverhampton Wanderers,2600000,2024
Estupiñán,Brighton & Hove Albion,2600000,2024
Olsen,Aston Villa,2600000,2024
Christie,AFC Bournemouth,2600000,2024
Longstaff,Newcastle United,2600000,2024
Gomez,Manchester City,2600000,2024
March,Brighton & Hove Albion,2600000,2024
Awoniyi,Nottingham Forest,2600000,2024
Chalobah,Chelsea FC,2600000,2024
Livramento,Newcastle United,2600000,2024
Endo,Liverpool FC,2600000,2024
Faes,Leicester City,2600000,2024
Sanson,Aston Villa,2496000,2024
Wilson,Newcastle United,2400000,2024
Vieira,Arsenal FC,2360000,2024
Aaronson,Luton Town,2340000,2024
Mbeumo,Brentford FC,2340000,2024
Bassey,Fulham FC,2340000,2024
Kouyate,Nottingham Forest,2340000,2024
Dawson,Wolverhampton Wanderers,2340000,2024
Munoz,Crystal Palace,2340000,2024
Llorente,Luton Town,2340000,2024
Traorè,AFC Bournemouth,2340000,2024
de Paulo,Brighton & Hove Albion,2340000,2024
Cork,Burnley FC,2340000,2024
Stephens,Southampton FC,2340000,2024
Ugochukwu,Chelsea FC,2340000,2024
Gusto,Chelsea FC,2340000,2024
Albrighton,Leicester City,2340000,2024
Lemina,Wolverhampton Wanderers,2340000,2024
Ritchie,Newcastle United,2340000,2024
Niakhaté,Nottingham Forest,2340000,2024
Vlachodimos,Nottingham Forest,2340000,2024
Billing,AFC Bournemouth,2340000,2024
Holding,Crystal Palace,2340000,2024
Lavia,Chelsea FC,2340000,2024
Dallas,Luton Town,2340000,2024
Heaton,Mancherst United,2340000,2024
Hwang,Nottingham Forest,2340000,2024
Fraser,Newcastle United,2173600,2024
Royal,Tottenham Hotspur,2170000,2024
Adarabioyo,Fulham FC,2110000,2024
Hendrick,Newcastle United,2100000,2024
Hoever,Wolverhampton Wanderers,2100000,2024
Scott,AFC Bournemouth,2080000,2024
Broja,Chelsea FC,2080000,2024
Young,Everton FC,2080000,2024
Gibson,Norwich City,2080000,2024
Gil,Tottenham Hotspur,2080000,2024
Alcaraz,Southampton FC,2080000,2024
Vinícius,Fulham FC,2080000,2024
Ward,Leicester City,2080000,2024
Washington,Chelsea FC,2080000,2024
Caleta-Car,Southampton FC,2080000,2024
Smith Rowe,Arsenal FC,2080000,2024
Dennis,Nottingham Forest,2080000,2024
Schar,Newcastle United,2080000,2024
Carvalho,Liverpool FC,2080000,2024
Onyeka,Brentford FC,2080000,2024
Reyna,Nottingham Forest,2080000,2024
Souttar,Leicester City,2080000,2024
Elliott,Liverpool FC,2080000,2024
Lascelles,Newcastle United,2080000,2024
Rodriguez,Burnley FC,2080000,2024
Brownhill,Burnley FC,2080000,2024
Sá,Wolverhampton Wanderers,2080000,2024
Sulemana,Southampton FC,2080000,2024
Mbabu,Fulham FC,2080000,2024
Ajer,Brentford FC,2080000,2024
Cook,AFC Bournemouth,2080000,2024
Dubravka,Newcastle United,2080000,2024
França,Crystal Palace,2080000,2024
Turner,Nottingham Forest,2080000,2024
Aina,Nottingham Forest,2080000,2024
Skipp,Tottenham Hotspur,2080000,2024
Kristensen,Luton Town,2080000,2024
Koch,Luton Town,2080000,2024
Johnstone,Crystal Palace,2080000,2024
Berge,Burnley FC,2080000,2024
Bajcetic,Liverpool FC,2080000,2024
Mitchell,Crystal Palace,2080000,2024
Boly,Nottingham Forest,2080000,2024
Perraud,Southampton FC,2040000,2024
Lewis,Newcastle United,2000000,2024
Knockaert,Fulham FC,1950000,2024
Smith,AFC Bournemouth,1820000,2024
Wharton,Crystal Palace,1820000,2024
Bayindir,Manchester United,1820000,2024
Omobamidele,Nottingham Forest,1820000,2024
Verbruggen,Brighton & Hove Albion,1820000,2024
Brereton Díaz,Sheffield United,1820000,2024
Reid,Fulham FC,1820000,2024
Mepham,AFC Bournemouth,1820000,2024
Nørgaard,Brentford FC,1820000,2024
Ouattara,AFC Bournemouth,1820000,2024
Wilson,Fulham FC,1820000,2024
Larsen,Burnley FC,1820000,2024
Murphy,Newcastle United,1820000,2024
Branthwaite,Everton FC,1820000,2024
Bellegarde,Wolverhampton Wanderers,1820000,2024
Ward,Crystal Palace,1820000,2024
Ayew,Crystal Palace,1820000,2024
Berg Guðmundsson,Burnley FC,1820000,2024
Lewis-Potter,Brentford FC,1820000,2024
Vojnovic,Southampton FC,1820000,2024
Bettinelli,Chelsea FC,1820000,2024
Tavernier,AFC Bournemouth,1820000,2024
Sels,Nottingham Forest,1820000,2024
Aarons,AFC Bournemouth,1820000,2024
Redmond,Burnley FC,1820000,2024
Dominguez,Nottingham Forest,1820000,2024
Dummett,Newcastle United,1820000,2024
Brewster,Sheffield United,1820000,2024
Henry,Brentford FC,1820000,2024
Faivre,AFC Bournemouth,1820000,2024
Fredericks,AFC Bournemouth,1820000,2024
Giles,Luton Town,1820000,2024
Kalajdzic,Wolverhampton Wanderers,1820000,2024
Lamptey,Brighton & Hove Albion,1820000,2024
Coufal,West Ham United,1820000,2024
Hughes,Crystal Palace,1820000,2024
Moreno,Aston Villa,1820000,2024
Ballo-Toure,Fulham FC,1690000,2024
Costa,Luton Town,1690000,2024
Hickey,Brentford FC,1560000,2024
Smithies,Leicester City,1560000,2024
Ahmedhodži?,Sheffield United,1560000,2024
Archer,Sheffield United,1560000,2024
Taylor,Burnley FC,1560000,2024
Adams,Southampton FC,1560000,2024
Roberts,Burnley FC,1560000,2024
Luiz da Silva,Nottingham Forest,1560000,2024
Fofana,Chelsea FC,1560000,2024
Anderson,Newcastle United,1560000,2024
Pinnock,Brentford FC,1560000,2024
Ferguson,Brighton & Hove Albion,1560000,2024
Hamer,Sheffield United,1560000,2024
Scarpa,Nottingham Forest,1560000,2024
Reed,Fulham FC,1560000,2024
Meslier,Luton Town,1560000,2024
Radu,AFC Bournemouth,1560000,2024
Brown,Luton Town,1560000,2024
Garner,Everton FC,1560000,2024
Justin,Leicester City,1560000,2024
Paul van Hecke,Brighton & Hove Albion,1560000,2024
Durán,Aston Villa,1560000,2024
Gomes,Wolverhampton Wanderers,1560000,2024
Kelly,AFC Bournemouth,1560000,2024
Alencar,Arsenal FC,1560000,2024
Flekken,Brentford FC,1560000,2024
Nakamba,Luton Town,1560000,2024
Damsgaard,Brentford FC,1560000,2024
Kerkez,AFC Bournemouth,1560000,2024
Costa dos Santos,Nottingham Forest,1560000,2024
Perrone,Manchester City,1560000,2024
Collins,Brentford FC,1560000,2024
Tavares,Arsenal FC,1560000,2024
Richards,Nottingham Forest,1560000,2024
Mangala,Nottingham Forest,1560000,2024
Onuachu,Southampton FC,1560000,2024
Barkley,Luton Town,1560000,2024
Greenwood,Luton Town,1560000,2024
Bueno,Wolverhampton Wanderers,1560000,2024
Carson,Manchester City,1560000,2024
Chong,Luton Town,1560000,2024
Ream,Fulham FC,1560000,2024
Cairney,Fulham FC,1560000,2024
Davies,Sheffield United,1560000,2024
Souza,Sheffield United,1560000,2024
Janelt,Brentford FC,1560000,2024
Chermiti,Everton FC,1560000,2024
Amdouni,Burnley FC,1560000,2024
Diallo,Mancherst United,1500000,2024
Patterson,Everton FC,1456000,2024
Troost-Ekong,Watford FC,1430000,2024
Ramsey,Burnley FC,1300000,2024
Davies,Sheffield United,1300000,2024
Véliz,Tottenham Hotspur,1300000,2024
Zeqiri,Brighton & Hove Albion,1300000,2024
Gunn,Norwich City,1300000,2024
Elanga,Nottingham Forest,1300000,2024
Muric,Burnley FC,1300000,2024
Trusty,Sheffield United,1300000,2024
Randolph,AFC Bournemouth,1300000,2024
Spence,Tottenham Hotspur,1300000,2024
Petrovic,Chelsea FC,1300000,2024
McNeil,Everton FC,1300000,2024
Downes,West Ham United,1300000,2024
Montiel,Nottingham Forest,1300000,2024
Grbic,Sheffield United,1300000,2024
Robinson,Sheffield United,1300000,2024
Anthony,AFC Bournemouth,1300000,2024
Trafford,Burnley FC,1300000,2024
Tanganga,Tottenham Hotspur,1300000,2024
